OpportunityID,CustomerID,OpportunityName,Stage,ExpectedCloseDate,ExpectedRevenue,Owner,Probability
OPP859,CUST015,Architect Frictionless Networks,Negotiation,2025-12-06,16114.83,Nicholas,10
OPP860,CUST016,Syndicate Seamless Web-Readiness,Lead,2025-12-20,14749.66,Carolyn,50
OPP861,CUST013,E-Enable Revolutionary E-Services,Closed Won,2025-11-30,6030.33,Joshua,70
OPP862,CUST003,Engineer Dynamic Architectures,Negotiation,2025-09-27,17695.56,Tasha,90
OPP863,CUST019,Seize Sticky Communities,Closed Lost,2025-08-05,1639.65,Cassandra,90
OPP864,CUST007,Syndicate Proactive Web Services,Proposal,2025-12-29,16236.85,Michelle,50
OPP865,CUST014,Orchestrate Mission-Critical Schemas,Closed Lost,2025-08-28,2327.99,Jennifer,10
OPP866,CUST012,Expedite Cutting-Edge E-Markets,Negotiation,2025-12-13,4778.66,Pamela,90
OPP867,CUST008,Target E-Business Action-Items,Proposal,2025-09-13,9273.57,Carmen,90
OPP868,CUST018,Embrace Seamless Infrastructures,Closed Lost,2025-11-04,3044.19,Wesley,70
OPP869,CUST013,Integrate Enterprise Interfaces,Qualified,2025-07-25,13899.49,Angela,70
OPP870,CUST013,Utilize Next-Generation E-Services,Closed Lost,2025-11-16,3927.62,Zachary,50
OPP871,CUST001,Optimize Extensible E-Commerce,Negotiation,2025-09-23,18790.78,Ashley,50
OPP872,CUST018,Innovate One-To-One Vortals,Proposal,2025-11-06,11395.01,Susan,30
OPP873,CUST007,Visualize Efficient Info-Mediaries,Closed Won,2025-07-06,11103.61,Chloe,70
OPP874,CUST007,Matrix Mission-Critical E-Tailers,Negotiation,2025-07-12,18973.98,Jeremy,90
OPP875,CUST010,Target Intuitive Initiatives,Qualified,2025-11-03,3884.26,Kimberly,30
OPP876,CUST013,Transition Open-Source Paradigms,Closed Won,2025-11-18,19004.83,Brian,70
OPP877,CUST017,Synergize B2C Relationships,Lead,2025-07-06,16212.63,Kerri,30
OPP878,CUST005,Transform Impactful Platforms,Proposal,2025-07-04,6046.95,Angela,10
OPP879,CUST011,Envisioneer Front-End E-Markets,Proposal,2025-08-22,15897.9,Corey,30
OPP880,CUST006,Matrix Best-Of-Breed Experiences,Qualified,2025-09-30,4384.6,Jeffrey,70
OPP881,CUST001,Deliver Ubiquitous Markets,Proposal,2025-08-07,12816.53,Chad,50
OPP882,CUST003,Evolve Open-Source Supply-Chains,Proposal,2025-11-11,15976.31,Robert,10
OPP883,CUST007,Redefine Best-Of-Breed Convergence,Negotiation,2025-10-08,18980.77,John,70
OPP884,CUST017,Deploy Web-Enabled Interfaces,Closed Won,2025-07-02,19631.62,Stanley,30
OPP885,CUST010,Whiteboard Enterprise Infrastructures,Lead,2025-11-04,3137.28,Alexandra,70
OPP886,CUST019,Brand World-Class Action-Items,Qualified,2025-09-23,16536.78,Heidi,90
OPP887,CUST001,Drive Ubiquitous Paradigms,Closed Won,2025-07-03,9026.75,Laura,70
OPP888,CUST016,Whiteboard Value-Added Initiatives,Qualified,2025-09-29,18552.5,Samantha,90
OPP889,CUST019,Cultivate Enterprise Models,Closed Lost,2025-10-17,6047.35,Kristina,70
OPP890,CUST010,Redefine Leading-Edge Infrastructures,Closed Won,2025-07-06,13033.82,Allison,50
OPP891,CUST007,Drive Best-Of-Breed Networks,Proposal,2025-12-13,16246.47,Samuel,10
OPP892,CUST004,Facilitate Value-Added Markets,Qualified,2025-08-25,1307.82,Nicholas,50
OPP893,CUST007,Syndicate Dot-Com Interfaces,Closed Won,2025-10-12,7528.71,Anthony,70
OPP894,CUST016,Facilitate Magnetic Mindshare,Negotiation,2025-07-08,4562.23,Karen,30
OPP895,CUST013,Syndicate Virtual Content,Negotiation,2025-11-08,16562.83,Dylan,70
OPP896,CUST014,Target B2C Vortals,Negotiation,2025-09-02,9034.55,Janet,30
OPP897,CUST008,Target Real-Time Convergence,Closed Won,2025-11-11,4686.0,Laura,90
OPP898,CUST012,Re-Intermediate Dot-Com Applications,Lead,2025-08-31,791.59,Kathleen,70
OPP899,CUST009,Architect Bricks-And-Clicks Models,Closed Lost,2025-08-06,12861.42,Christopher,30
OPP900,CUST009,Synthesize Efficient Solutions,Negotiation,2025-09-03,14272.77,Jerry,30
OPP901,CUST004,Implement Intuitive E-Commerce,Closed Lost,2025-10-18,3115.39,Patrick,70
OPP902,CUST017,Re-Intermediate Seamless Platforms,Proposal,2025-09-12,16792.81,Nancy,50
OPP903,CUST001,Implement Robust Vortals,Closed Lost,2025-11-13,17743.8,Eric,90
OPP904,CUST003,Drive Granular Methodologies,Qualified,2025-07-03,11116.56,Stephen,30
OPP905,CUST004,Strategize Mission-Critical Technologies,Closed Lost,2025-11-30,10101.94,Megan,30
OPP906,CUST009,Integrate Best-Of-Breed Communities,Lead,2025-11-30,8073.76,Chad,10
OPP907,CUST017,Facilitate Viral E-Services,Lead,2025-10-16,19498.4,Benjamin,70
OPP908,CUST003,Re-Intermediate Mission-Critical Channels,Lead,2025-12-04,5282.05,Catherine,70
OPP909,CUST014,Transform Integrated Metrics,Qualified,2025-12-02,6573.95,Rebecca,30
OPP910,CUST004,Expedite B2B Niches,Closed Lost,2025-11-25,3576.63,Suzanne,10
OPP911,CUST013,Engage Back-End Models,Proposal,2025-07-29,5027.02,Mark,10
OPP912,CUST005,Embrace Vertical Architectures,Lead,2025-08-15,12667.75,Teresa,30
OPP913,CUST005,Enhance 24/365 Functionalities,Closed Lost,2025-09-28,14898.6,Christopher,90
OPP914,CUST006,Facilitate Integrated Vortals,Proposal,2025-07-14,14869.57,Thomas,30
OPP915,CUST006,Repurpose Seamless Content,Qualified,2025-10-10,16883.32,Robin,50
OPP916,CUST016,Engage Granular Mindshare,Lead,2025-08-22,8491.77,Tyrone,70
OPP917,CUST014,Incubate Dynamic Channels,Qualified,2025-09-10,6128.08,Laurie,10
OPP918,CUST006,Reinvent Extensible Networks,Negotiation,2025-09-22,3608.68,Sherri,10
OPP919,CUST003,Generate Extensible E-Services,Closed Lost,2025-08-01,5741.98,Theresa,50
OPP920,CUST011,Envisioneer Enterprise Partnerships,Lead,2025-08-10,19109.82,Melissa,30
OPP921,CUST016,Utilize Virtual Content,Lead,2025-08-26,12032.65,Kathleen,90
OPP922,CUST016,Matrix Global Initiatives,Closed Lost,2025-08-30,10987.67,Andrew,70
OPP923,CUST002,Transition Enterprise Models,Proposal,2025-09-09,5656.94,Rachel,50
OPP924,CUST018,Enable Scalable Interfaces,Closed Lost,2025-09-14,2895.58,Holly,70
OPP925,CUST011,Harness Innovative Mindshare,Closed Lost,2025-10-29,17560.82,Tami,10
OPP926,CUST017,Redefine Innovative Web Services,Qualified,2025-07-06,14130.3,Danielle,50
OPP927,CUST007,Cultivate Synergistic Models,Qualified,2025-11-08,11706.59,Jessica,70
OPP928,CUST005,Deploy Web-Enabled Mindshare,Qualified,2025-08-15,19445.73,Brent,10
OPP929,CUST011,Monetize Turn-Key Info-Mediaries,Lead,2025-11-07,12621.53,Nicole,70
OPP930,CUST012,Productize Vertical Metrics,Qualified,2025-08-19,10493.56,John,10
OPP931,CUST018,Revolutionize Frictionless Technologies,Closed Lost,2025-09-23,15757.66,Brian,90
OPP932,CUST013,Redefine Cross-Platform Bandwidth,Qualified,2025-10-04,653.02,Stephen,70
OPP933,CUST009,Expedite World-Class Roi,Closed Won,2025-08-11,7175.04,Anthony,10
OPP934,CUST006,Incubate Magnetic Portals,Negotiation,2025-09-04,18378.15,Gary,90
OPP935,CUST018,Architect Cross-Media E-Tailers,Proposal,2025-10-04,6770.89,Amber,90
OPP936,CUST017,Facilitate Compelling Schemas,Closed Won,2025-10-23,1214.0,Xavier,70
OPP937,CUST017,Architect B2C Solutions,Closed Lost,2025-12-11,1857.91,Robert,50
OPP938,CUST012,Unleash Innovative Web Services,Negotiation,2025-08-24,8460.82,William,50
OPP939,CUST008,Incubate Collaborative Initiatives,Negotiation,2025-07-17,2500.04,Stephen,10
OPP940,CUST013,E-Enable E-Business Channels,Closed Lost,2025-11-29,4697.95,Nicole,50
OPP941,CUST005,Redefine Killer Synergies,Closed Lost,2025-07-05,1580.62,Joseph,90
OPP942,CUST003,Expedite Rich Infrastructures,Proposal,2025-09-20,14100.09,Hunter,50
OPP943,CUST002,Scale Extensible E-Services,Negotiation,2025-08-11,13639.89,Jeanne,10
OPP944,CUST005,Orchestrate Global Architectures,Closed Lost,2025-12-19,6327.3,Deborah,30
OPP945,CUST020,Engage Strategic Applications,Closed Won,2025-10-17,15477.98,Diane,10
OPP946,CUST015,Matrix Bleeding-Edge Initiatives,Closed Lost,2025-07-12,17163.74,Mackenzie,50
OPP947,CUST010,Redefine Value-Added Web-Readiness,Negotiation,2025-10-31,19810.8,Kerry,50
OPP948,CUST016,Engineer Ubiquitous Action-Items,Closed Lost,2025-09-29,10331.72,Marcus,30
OPP949,CUST013,Embrace Intuitive E-Markets,Closed Lost,2025-10-09,10496.76,Janet,70
OPP950,CUST009,Drive Revolutionary Experiences,Proposal,2025-09-26,4392.59,Stephanie,90
OPP951,CUST010,Expedite Killer Synergies,Closed Lost,2025-08-03,7293.58,Mike,70
OPP952,CUST010,Incentivize Ubiquitous Models,Closed Won,2025-11-30,18947.19,William,50
OPP953,CUST007,Productize Bleeding-Edge E-Markets,Proposal,2025-07-09,7386.18,Kelsey,90
OPP954,CUST016,E-Enable Bricks-And-Clicks E-Tailers,Proposal,2025-12-07,9442.08,Catherine,70
OPP955,CUST001,Empower Compelling Bandwidth,Proposal,2025-09-18,7409.02,Garrett,90
OPP956,CUST004,Reinvent Granular Users,Qualified,2025-09-12,16212.97,Shawn,70
OPP957,CUST019,Target Global Initiatives,Closed Lost,2025-10-06,3210.82,Stephanie,30
OPP958,CUST014,Repurpose Customized Action-Items,Lead,2025-11-22,8735.77,Sean,30
OPP959,CUST007,Transition Rich Users,Qualified,2025-08-23,6742.65,Lauren,90
OPP960,CUST015,Iterate Visionary Bandwidth,Closed Lost,2025-12-27,19305.59,Ellen,50
OPP961,CUST018,Streamline Strategic Methodologies,Qualified,2025-07-17,10786.41,John,70
OPP962,CUST014,Redefine Interactive E-Commerce,Closed Lost,2025-07-16,12570.65,Julie,50
OPP963,CUST015,Harness Magnetic Initiatives,Proposal,2025-11-26,1993.72,Patricia,10
OPP964,CUST010,Benchmark B2B Schemas,Closed Won,2025-07-16,18462.14,Jeffrey,70
OPP965,CUST007,Facilitate Seamless Models,Closed Won,2025-11-29,12990.18,Kelly,30
OPP966,CUST013,Engineer Visionary Content,Negotiation,2025-07-12,3625.05,Daniel,50
OPP967,CUST005,Mesh Viral Content,Negotiation,2025-10-23,10051.94,Jennifer,30
OPP968,CUST009,Incubate World-Class Bandwidth,Negotiation,2025-10-13,8057.69,Benjamin,90
OPP969,CUST001,Productize Open-Source Systems,Proposal,2025-11-05,4914.16,Shawn,10
OPP970,CUST004,Whiteboard Rich E-Business,Qualified,2025-09-14,16357.92,Jessica,30
OPP971,CUST009,Scale B2B Niches,Lead,2025-08-30,14752.08,Jonathan,70
OPP972,CUST017,Re-Intermediate Intuitive Relationships,Qualified,2025-10-18,7149.37,Richard,10
OPP973,CUST014,Maximize Ubiquitous Communities,Proposal,2025-08-05,10853.96,Laura,30
OPP974,CUST017,Deliver B2C Architectures,Negotiation,2025-11-07,17356.2,Amber,50
OPP975,CUST014,Exploit Dot-Com Vortals,Qualified,2025-07-17,8986.49,Brett,70
OPP976,CUST009,Re-Contextualize End-To-End Portals,Closed Won,2025-10-05,4363.71,Carlos,50
OPP977,CUST006,Brand Global Mindshare,Closed Lost,2025-11-06,4689.77,Angela,50
OPP978,CUST017,Visualize Cross-Media Platforms,Qualified,2025-09-09,14079.47,Taylor,50
OPP979,CUST005,Grow Killer Platforms,Negotiation,2025-12-10,12282.66,Brittany,10
OPP980,CUST014,Drive Vertical Networks,Lead,2025-09-16,958.64,Shawn,50
OPP981,CUST012,Incentivize Distributed Users,Closed Won,2025-08-04,4717.69,Derek,90
OPP982,CUST005,Harness Dot-Com Applications,Negotiation,2025-07-29,1052.41,Julie,10
OPP983,CUST020,Matrix Viral Convergence,Qualified,2025-09-16,15196.24,Jessica,50
OPP984,CUST002,Benchmark Cutting-Edge Networks,Closed Lost,2025-07-18,7910.72,Sara,70
OPP985,CUST002,Mesh End-To-End Paradigms,Proposal,2025-10-10,8556.41,Pamela,50
OPP986,CUST001,Whiteboard Holistic Technologies,Lead,2025-08-14,6718.28,Elizabeth,50
OPP987,CUST015,Brand Scalable E-Services,Qualified,2025-09-23,10605.19,Rachael,90
OPP988,CUST020,Monetize Proactive Infrastructures,Lead,2025-11-01,6009.13,Andrew,30
OPP989,CUST011,Utilize Transparent Users,Negotiation,2025-11-17,2133.8,Gregory,90
OPP990,CUST015,Leverage Vertical Initiatives,Qualified,2025-12-01,13819.6,Steven,30
OPP991,CUST002,Disintermediate Open-Source Functionalities,Proposal,2025-07-15,1520.74,Elizabeth,10
OPP992,CUST009,Re-Contextualize Sticky Initiatives,Closed Won,2025-08-03,12761.73,Emily,70
OPP993,CUST019,Optimize Web-Enabled Content,Qualified,2025-09-11,11594.31,Alexandra,90
OPP994,CUST011,Embrace Cutting-Edge Partnerships,Closed Lost,2025-08-13,3176.26,Theresa,90
OPP995,CUST005,Brand Integrated Markets,Qualified,2025-08-13,4600.73,Benjamin,70
OPP996,CUST017,Transform Viral Platforms,Qualified,2025-08-29,11157.72,Stephen,70
OPP997,CUST003,Deliver 24/365 Convergence,Qualified,2025-11-26,6916.47,Patrick,50
OPP998,CUST019,Deliver Killer Convergence,Qualified,2025-11-16,2142.36,Jamie,50
OPP999,CUST009,Maximize Innovative Convergence,Qualified,2025-08-13,19840.14,Thomas,10
OPP1000,CUST013,Productize Turn-Key Technologies,Closed Lost,2025-10-04,18268.22,James,10
OPP1001,CUST002,Mesh World-Class Experiences,Qualified,2025-07-12,13230.08,Daniel,70
OPP1002,CUST015,Cultivate Interactive Portals,Closed Won,2025-09-20,557.89,Jessica,30
OPP1003,CUST016,Streamline Robust Deliverables,Lead,2025-09-15,5848.23,Daniel,90
OPP1004,CUST016,Cultivate Innovative Solutions,Lead,2025-11-23,14278.15,James,50
OPP1005,CUST005,Re-Contextualize Scalable Action-Items,Proposal,2025-10-24,19091.98,Frank,50
OPP1006,CUST020,Architect Front-End Methodologies,Lead,2025-07-29,4317.61,Carrie,30
OPP1007,CUST018,Synthesize End-To-End Eyeballs,Lead,2025-08-20,13365.7,Chris,50
OPP1008,CUST002,Strategize Cross-Media Technologies,Qualified,2025-08-25,9555.92,James,70
OPP1009,CUST004,Benchmark Holistic Models,Closed Won,2025-11-13,17322.43,Andrew,30
OPP1010,CUST019,Transition Mission-Critical Synergies,Proposal,2025-12-12,16262.4,Eric,30
OPP1011,CUST011,Brand Revolutionary Markets,Closed Lost,2025-11-25,17662.16,Lisa,50
OPP1012,CUST011,Implement B2B Technologies,Lead,2025-08-09,14466.05,Kimberly,30
OPP1013,CUST019,Synthesize Clicks-And-Mortar Vortals,Qualified,2025-10-07,4629.15,Elizabeth,70
OPP1014,CUST010,Benchmark Granular Supply-Chains,Negotiation,2025-11-09,19902.66,Jennifer,90
OPP1015,CUST007,Synergize B2C Vortals,Lead,2025-07-31,19466.95,Elizabeth,50
OPP1016,CUST006,Maximize Dynamic Markets,Lead,2025-11-21,17008.28,Julie,30
OPP1017,CUST004,Aggregate Mission-Critical Infrastructures,Negotiation,2025-08-28,7901.3,Amanda,10
OPP1018,CUST019,Scale Seamless E-Business,Qualified,2025-08-27,17733.28,James,90
OPP1019,CUST020,Drive Seamless E-Commerce,Closed Lost,2025-12-18,9386.5,Andrew,70
OPP1020,CUST005,Synergize Global Metrics,Closed Lost,2025-09-06,11404.77,Linda,70
OPP1021,CUST011,Transition Open-Source Solutions,Proposal,2025-10-09,18750.39,Brian,30
OPP1022,CUST005,Scale Extensible Architectures,Closed Won,2025-08-14,2858.73,Andrea,10
OPP1023,CUST011,Transform Impactful Models,Closed Lost,2025-10-31,8653.23,Stacy,90
OPP1024,CUST017,Repurpose Dynamic Convergence,Closed Won,2025-10-15,4267.0,Nicholas,10
OPP1025,CUST007,E-Enable Web-Enabled Technologies,Closed Won,2025-10-05,13094.79,Jack,90
OPP1026,CUST005,Incentivize Granular Web-Readiness,Closed Lost,2025-11-17,12910.37,Ryan,90
OPP1027,CUST012,Extend Cross-Media Methodologies,Lead,2025-09-24,7825.77,John,90
OPP1028,CUST019,Morph Real-Time Architectures,Negotiation,2025-09-21,8174.13,Brittany,30
OPP1029,CUST004,Strategize Customized E-Business,Negotiation,2025-12-12,866.68,Jerry,90
OPP1030,CUST016,Utilize B2B Interfaces,Proposal,2025-08-15,3804.32,Anna,90
OPP1031,CUST005,Productize Viral Interfaces,Closed Lost,2025-09-18,9268.73,David,10
OPP1032,CUST010,Seize B2C Web Services,Qualified,2025-09-09,1003.17,Jenna,70
OPP1033,CUST020,Seize Ubiquitous Portals,Proposal,2025-11-24,13384.61,Kurt,30
OPP1034,CUST018,Evolve Revolutionary E-Markets,Closed Lost,2025-07-19,13795.33,Joseph,10
OPP1035,CUST018,Re-Contextualize Cross-Platform Applications,Closed Lost,2025-11-07,2044.65,Ashley,30
OPP1036,CUST003,Reinvent Cross-Platform Relationships,Proposal,2025-10-20,7664.9,Matthew,50
OPP1037,CUST009,Matrix Revolutionary Bandwidth,Proposal,2025-09-22,7628.65,Mary,70
OPP1038,CUST019,Morph Seamless Systems,Negotiation,2025-12-25,18720.09,Elizabeth,30
OPP1039,CUST012,Architect Distributed Users,Lead,2025-07-28,1299.9,Lisa,10
OPP1040,CUST007,Mesh Dynamic E-Services,Proposal,2025-12-14,19572.65,Jessica,90
OPP1041,CUST003,Deploy Real-Time Models,Proposal,2025-09-14,12302.6,Frank,10
OPP1042,CUST013,Re-Intermediate Real-Time E-Markets,Negotiation,2025-07-01,16462.35,Daniel,10
OPP1043,CUST009,Empower Virtual E-Services,Qualified,2025-12-05,10565.57,Manuel,10
OPP1044,CUST010,Synergize Sticky Initiatives,Proposal,2025-09-15,5205.41,Brent,90
OPP1045,CUST003,Visualize Bleeding-Edge Bandwidth,Lead,2025-08-15,19072.19,Katherine,50
OPP1046,CUST011,Repurpose User-Centric Portals,Closed Lost,2025-11-26,16593.08,Ricky,70
OPP1047,CUST009,Productize User-Centric Supply-Chains,Lead,2025-07-18,4693.86,Stephen,50
OPP1048,CUST019,Redefine Open-Source Markets,Qualified,2025-08-23,14643.83,Andrea,90
OPP1049,CUST018,Architect Visionary Applications,Negotiation,2025-12-22,12295.35,Kimberly,10
OPP1050,CUST019,Aggregate Enterprise Synergies,Negotiation,2025-08-15,2041.47,Laura,70
OPP1051,CUST006,Grow Revolutionary Convergence,Qualified,2025-11-21,11623.29,Suzanne,30
OPP1052,CUST005,Brand Dot-Com Applications,Closed Lost,2025-09-06,6769.52,Erin,50
OPP1053,CUST013,E-Enable Plug-And-Play Users,Negotiation,2025-10-02,17778.47,Molly,50
OPP1054,CUST013,Generate Sticky Networks,Closed Lost,2025-11-15,4048.63,Devin,30
OPP1055,CUST002,E-Enable Innovative Experiences,Qualified,2025-10-26,5535.89,Jared,50
OPP1056,CUST003,Deliver Interactive Solutions,Proposal,2025-12-08,4621.85,Tiffany,70
OPP1057,CUST010,Syndicate Dynamic Infrastructures,Proposal,2025-11-25,15424.29,Lisa,10
OPP1058,CUST003,Benchmark Rich E-Commerce,Lead,2025-09-04,19551.45,Brendan,10
OPP1059,CUST003,Revolutionize Robust Bandwidth,Lead,2025-12-03,16578.4,Kevin,10
OPP1060,CUST006,Repurpose Real-Time Schemas,Lead,2025-10-18,7837.2,Nicholas,30
OPP1061,CUST007,Drive Leading-Edge Roi,Negotiation,2025-10-12,7855.12,George,70
OPP1062,CUST018,Exploit Value-Added Communities,Negotiation,2025-11-14,19328.9,Hannah,90
OPP1063,CUST001,Re-Intermediate Bricks-And-Clicks E-Business,Closed Won,2025-11-06,2927.88,Angela,30
OPP1064,CUST016,Transform Customized Partnerships,Qualified,2025-11-21,6524.18,Kenneth,90
OPP1065,CUST016,Engineer Granular Networks,Lead,2025-09-10,11233.38,Joan,30
OPP1066,CUST006,Deliver Interactive Initiatives,Lead,2025-09-11,15196.04,Julie,70
OPP1067,CUST008,Maximize Dot-Com Web Services,Proposal,2025-07-18,6342.69,Wendy,30
OPP1068,CUST019,Deploy Front-End E-Business,Negotiation,2025-09-08,14992.71,Stacey,70
OPP1069,CUST001,Iterate Enterprise Systems,Closed Won,2025-10-26,2184.63,Xavier,50
OPP1070,CUST009,Re-Intermediate Out-Of-The-Box Markets,Proposal,2025-08-19,15857.32,Vanessa,50
OPP1071,CUST008,Deploy Web-Enabled Initiatives,Qualified,2025-08-16,3578.88,Teresa,90
OPP1072,CUST017,Deliver Customized Web-Readiness,Closed Won,2025-11-22,16032.88,Latasha,50
OPP1073,CUST005,Re-Contextualize Magnetic Schemas,Proposal,2025-08-14,16826.18,Derrick,90
OPP1074,CUST019,Iterate Revolutionary Users,Negotiation,2025-12-13,11353.46,Eric,50
OPP1075,CUST002,Revolutionize Back-End Communities,Closed Won,2025-08-28,10666.47,William,70
OPP1076,CUST010,Scale Synergistic Portals,Closed Won,2025-11-01,11824.43,Joseph,70
OPP1077,CUST012,Transform Best-Of-Breed Roi,Proposal,2025-10-31,14952.08,Matthew,50
OPP1078,CUST006,Re-Intermediate Cutting-Edge Models,Closed Won,2025-08-07,2185.74,Javier,10
OPP1079,CUST018,Morph E-Business E-Tailers,Proposal,2025-11-03,18363.0,Samantha,70
OPP1080,CUST017,Evolve Cross-Media Methodologies,Qualified,2025-07-14,16679.73,Veronica,10
OPP1081,CUST010,Synthesize Collaborative Paradigms,Lead,2025-11-23,18973.45,Angela,70
OPP1082,CUST009,Strategize Compelling Portals,Proposal,2025-12-05,18029.99,Jerry,50
OPP1083,CUST004,Exploit Web-Enabled Paradigms,Negotiation,2025-10-12,10885.88,Tonya,10
OPP1084,CUST017,Synergize Value-Added Architectures,Negotiation,2025-12-17,1215.98,Michele,70
OPP1085,CUST020,Benchmark Best-Of-Breed Technologies,Lead,2025-10-20,15164.65,Tony,10
OPP1086,CUST004,Engineer Distributed Mindshare,Closed Lost,2025-08-12,8762.32,Michael,10
OPP1087,CUST007,Evolve Virtual E-Commerce,Negotiation,2025-12-02,2343.73,Catherine,70
OPP1088,CUST005,Evolve B2C Eyeballs,Qualified,2025-07-10,12009.87,Shannon,90
OPP1089,CUST002,Whiteboard Customized Systems,Qualified,2025-09-08,1880.55,Gregory,70
OPP1090,CUST017,Innovate Revolutionary Schemas,Lead,2025-08-13,15832.53,Joseph,70
OPP1091,CUST019,Enable Visionary Platforms,Lead,2025-09-16,10675.53,Robert,90
OPP1092,CUST017,Synergize Scalable E-Services,Negotiation,2025-10-09,4964.32,Eugene,70
OPP1093,CUST008,Facilitate Efficient Convergence,Proposal,2025-07-14,19048.64,Scott,30
OPP1094,CUST005,Optimize Back-End Markets,Negotiation,2025-12-09,3515.78,Colin,70
OPP1095,CUST008,Aggregate Virtual Roi,Negotiation,2025-10-29,19867.23,Jacob,90
OPP1096,CUST019,Benchmark Holistic Functionalities,Closed Lost,2025-08-27,14881.79,Cynthia,30
OPP1097,CUST018,Leverage Cross-Media Systems,Negotiation,2025-08-06,18686.7,Joseph,10
OPP1098,CUST016,Repurpose Turn-Key Functionalities,Negotiation,2025-07-29,12805.87,Benjamin,90
OPP1099,CUST005,Re-Intermediate Plug-And-Play E-Commerce,Closed Won,2025-12-06,10226.22,Andrea,30
OPP1100,CUST007,Architect Mission-Critical Relationships,Qualified,2025-12-27,11716.35,Tina,30
OPP1101,CUST001,Incubate End-To-End Solutions,Negotiation,2025-07-31,16846.22,Joshua,10
OPP1102,CUST009,Seize Killer E-Business,Proposal,2025-10-21,17175.42,Jason,90
OPP1103,CUST009,Engage Strategic Systems,Lead,2025-12-03,9024.58,Anna,10
OPP1104,CUST006,Embrace Open-Source Solutions,Proposal,2025-10-16,16761.98,Megan,90
OPP1105,CUST010,Disintermediate Impactful Convergence,Negotiation,2025-09-29,19960.61,Diane,90
OPP1106,CUST004,Leverage Impactful E-Business,Negotiation,2025-08-06,9356.67,Julie,30
OPP1107,CUST019,Implement Web-Enabled Action-Items,Qualified,2025-10-28,13728.09,Elizabeth,90
OPP1108,CUST020,Exploit Leading-Edge Interfaces,Closed Lost,2025-07-17,5113.14,Dalton,90
OPP1109,CUST003,Deploy Turn-Key Deliverables,Lead,2025-11-30,7276.19,Marcus,90
OPP1110,CUST009,Morph 24/7 Architectures,Lead,2025-07-09,17112.88,Lisa,30
OPP1111,CUST004,Implement Innovative Initiatives,Proposal,2025-08-22,15030.35,Katie,10
OPP1112,CUST019,Target Distributed Partnerships,Lead,2025-11-24,12662.82,Angelica,90
OPP1113,CUST011,Synergize Collaborative Eyeballs,Closed Lost,2025-10-23,13577.6,Billy,70
OPP1114,CUST012,Enhance Killer Content,Closed Won,2025-12-20,4062.84,Mary,70
OPP1115,CUST010,Mesh Transparent Mindshare,Lead,2025-10-16,5638.09,Mason,70
OPP1116,CUST020,Re-Contextualize Distributed E-Business,Closed Lost,2025-09-07,18867.09,John,50
OPP1117,CUST006,Redefine User-Centric Bandwidth,Lead,2025-07-14,8730.37,Courtney,90
OPP1118,CUST008,Envisioneer Scalable Models,Closed Lost,2025-08-05,13660.54,Timothy,70
OPP1119,CUST020,Incubate Open-Source Infrastructures,Closed Won,2025-11-15,1152.39,Joseph,50
OPP1120,CUST007,Generate Bleeding-Edge Platforms,Negotiation,2025-12-25,11014.05,Hannah,50
OPP1121,CUST003,Embrace Bricks-And-Clicks Functionalities,Qualified,2025-08-10,1284.62,Patrick,30
OPP1122,CUST004,Synthesize Web-Enabled Platforms,Qualified,2025-07-18,17795.2,Lynn,10
OPP1123,CUST015,Strategize Robust Supply-Chains,Proposal,2025-12-13,14927.98,Thomas,70
OPP1124,CUST020,Extend Enterprise Web Services,Negotiation,2025-10-02,18363.86,Angela,70
OPP1125,CUST001,Morph Granular Markets,Lead,2025-08-06,7637.83,Jennifer,70
OPP1126,CUST011,Evolve Back-End Synergies,Proposal,2025-08-18,9298.86,Bethany,90
OPP1127,CUST003,Exploit Strategic Methodologies,Closed Won,2025-11-12,3768.45,David,90
OPP1128,CUST006,Scale Granular Architectures,Lead,2025-12-16,18885.66,James,70
OPP1129,CUST020,Implement Vertical Applications,Negotiation,2025-11-16,2924.87,Raymond,70
OPP1130,CUST017,Morph Dot-Com Architectures,Lead,2025-07-23,6316.56,Jason,70
OPP1131,CUST017,Innovate Vertical Mindshare,Proposal,2025-11-20,1075.62,Jill,70
OPP1132,CUST005,Utilize Magnetic Initiatives,Lead,2025-11-06,1393.93,Shannon,50
OPP1133,CUST004,Syndicate Open-Source Solutions,Closed Lost,2025-07-27,16553.25,Mary,10
OPP1134,CUST014,Deliver Proactive Synergies,Negotiation,2025-09-07,5617.68,Douglas,90
OPP1135,CUST018,Aggregate Vertical Metrics,Qualified,2025-08-16,1918.96,William,30
OPP1136,CUST001,Mesh Enterprise Methodologies,Qualified,2025-12-22,19896.84,Phillip,10
OPP1137,CUST008,Visualize Sticky Architectures,Qualified,2025-12-01,12490.19,Steven,50
OPP1138,CUST011,Transition Extensible Partnerships,Negotiation,2025-08-09,7575.03,Tara,10
OPP1139,CUST009,Engage Best-Of-Breed Mindshare,Negotiation,2025-12-04,9936.14,Melanie,90
OPP1140,CUST017,Matrix Compelling Synergies,Negotiation,2025-07-22,15895.3,Megan,70
OPP1141,CUST004,Iterate Enterprise Partnerships,Lead,2025-12-21,10932.05,Amanda,70
OPP1142,CUST006,Re-Intermediate Dynamic E-Tailers,Lead,2025-11-06,14668.77,Anthony,10
